id_transacao,data_venda,ano,mes,nome_mes,ano_mes,trimestre,dia_semana,dia_mes,hora_venda,hora,faixa_horario,tipo_sorvete,sabor,quantidade,valor_total,ticket_transacao,ticket_medio,valor_unitario_estimado,cidade,estado,canal_venda,promocao,promocao_label,id_cliente,cliente_recorrente,qtd_transacoes_cliente,flag_sabor_nao_informado,flag_cidade_nao_informada,flag_outlier_valor_total,registro_valido_powerbi
123,2025-07-26,2025,7,Julho,2025-07,T3,Sabado,26,16:15,16,Tarde,Casquinha,Limão,4,47.46,47.46,11.86,11.86,Fonseca Da Praia,BA,App,True,Com Promocao,CLI8376,True,7,False,False,False,True
124,2025-06-06,2025,6,Junho,2025-06,T2,Sexta,6,09:00,9,Manha,Picolé,Chocolate,2,17.73,17.73,8.86,8.86,Da Cunha,ES,Parceiro,True,Com Promocao,CLI2249,True,9,False,False,False,True
125,2025-06-14,2025,6,Junho,2025-06,T2,Sabado,14,08:30,8,Manha,Pote,Morango,1,5.03,5.03,5.03,5.03,Silva,RR,App,True,Com Promocao,CLI9172,True,7,False,False,False,True
126,2025-08-09,2025,8,Agosto,2025-08,T3,Sabado,9,21:30,21,Noite,Sundae,Caramelo,3,26.19,26.19,8.73,8.73,Viana,PR,Parceiro,True,Com Promocao,CLI5082,True,3,False,False,False,True
127,2025-07-13,2025,7,Julho,2025-07,T3,Domingo,13,22:00,22,Noite,Picolé,Açaí,3,31.28,31.28,10.43,10.43,Machado Das Pedras,CE,Parceiro,True,Com Promocao,CLI9406,True,10,False,False,False,True
128,2025-03-11,2025,3,Marco,2025-03,T1,Terca,11,17:15,17,Tarde,Casquinha,Chocolate,3,20.34,20.34,6.78,6.78,Sousa,GO,Parceiro,True,Com Promocao,CLI8837,True,8,False,False,False,True
129,2025-04-18,2025,4,Abril,2025-04,T2,Sexta,18,09:00,9,Manha,Casquinha,Açaí,5,46.15,46.15,9.23,9.23,Correia Da Prata,MS,Loja Física,True,Com Promocao,CLI1556,True,5,False,False,False,True
130,2025-07-31,2025,7,Julho,2025-07,T3,Quinta,31,14:45,14,Tarde,Casquinha,Baunilha,4,47.22,47.22,11.8,11.8,Cavalcante,SE,Parceiro,True,Com Promocao,CLI8829,True,6,False,False,False,True
131,2025-04-02,2025,4,Abril,2025-04,T2,Quarta,2,20:30,20,Noite,Milkshake,Cookies,1,7.96,7.96,7.96,7.96,Da Mata Do Norte,RO,App,False,Sem Promocao,CLI3395,True,6,False,False,False,True
132,2025-03-28,2025,3,Marco,2025-03,T1,Sexta,28,20:00,20,Noite,Milkshake,Morango,5,37.93,37.93,7.59,7.59,Campinas,MT,Loja Física,True,Com Promocao,CLI7822,True,5,False,False,False,True
133,2025-08-18,2025,8,Agosto,2025-08,T3,Segunda,18,11:45,11,Manha,Sundae,Baunilha,5,28.45,28.45,5.69,5.69,Sousa Paulista,RO,App,False,Sem Promocao,CLI2451,True,9,False,False,False,True
134,2025-07-14,2025,7,Julho,2025-07,T3,Segunda,14,14:45,14,Tarde,Picolé,Morango,1,14.27,14.27,14.27,14.27,Garcia Da Mata,SE,App,False,Sem Promocao,CLI5487,True,6,False,False,False,True
135,2025-03-09,2025,3,Marco,2025-03,T1,Domingo,9,09:00,9,Manha,Casquinha,Menta,3,27.11,27.11,9.04,9.04,Azevedo,MS,App,True,Com Promocao,CLI4462,True,7,False,False,False,True
136,2025-04-17,2025,4,Abril,2025-04,T2,Quinta,17,21:00,21,Noite,Picolé,Limão,2,25.22,25.22,12.61,12.61,Teixeira Do Oeste,AM,App,False,Sem Promocao,CLI9633,True,7,False,False,False,True
137,2025-04-29,2025,4,Abril,2025-04,T2,Terca,29,08:15,8,Manha,Milkshake,Baunilha,4,59.24,59.24,14.81,14.81,Gomes Da Mata,BA,App,False,Sem Promocao,CLI5962,True,7,False,False,False,True
138,2025-04-15,2025,4,Abril,2025-04,T2,Terca,15,20:00,20,Noite,Picolé,Cookies,3,35.19,35.19,11.73,11.73,Da Costa Do Campo,AP,App,False,Sem Promocao,CLI9606,True,3,False,False,False,True
139,2025-08-15,2025,8,Agosto,2025-08,T3,Sexta,15,11:30,11,Manha,Picolé,Cookies,4,29.16,29.16,7.29,7.29,Mendes Dos Dourados,AC,App,False,Sem Promocao,CLI7288,True,7,False,False,False,True
140,2025-03-02,2025,3,Marco,2025-03,T1,Domingo,2,17:30,17,Tarde,Sundae,Menta,4,18.55,18.55,4.64,4.64,Cardoso,GO,App,True,Com Promocao,CLI1881,True,7,False,False,False,True
141,2025-03-04,2025,3,Marco,2025-03,T1,Terca,4,12:45,12,Tarde,Milkshake,Caramelo,4,20.08,20.08,5.02,5.02,Aragão,SE,Parceiro,True,Com Promocao,CLI3949,True,7,False,False,False,True
142,2025-05-01,2025,5,Maio,2025-05,T2,Quinta,1,08:00,8,Manha,Pote,Caramelo,2,18.38,18.38,9.19,9.19,Machado De Minas,CE,Parceiro,True,Com Promocao,CLI5675,True,10,False,False,False,True
143,2025-04-08,2025,4,Abril,2025-04,T2,Terca,8,20:30,20,Noite,Milkshake,Menta,5,71.0,71.0,14.2,14.2,Da Conceição De Siqueira,RR,App,False,Sem Promocao,CLI3441,True,10,False,False,False,True
144,2025-07-21,2025,7,Julho,2025-07,T3,Segunda,21,16:30,16,Tarde,Pote,Chocolate,4,29.12,29.12,7.28,7.28,Da Conceição,RO,App,False,Sem Promocao,CLI6469,True,5,False,False,False,True
146,2025-04-25,2025,4,Abril,2025-04,T2,Sexta,25,20:30,20,Noite,Pote,Caramelo,1,10.11,10.11,10.11,10.11,Albuquerque De Minas,SC,Loja Física,True,Com Promocao,CLI6518,True,7,False,False,False,True
147,2025-06-04,2025,6,Junho,2025-06,T2,Quarta,4,11:45,11,Manha,Pote,Caramelo,4,56.0,56.0,14.0,14.0,Cavalcanti,PR,Parceiro,False,Sem Promocao,CLI2053,True,9,False,False,False,True
148,2025-03-13,2025,3,Marco,2025-03,T1,Quinta,13,17:45,17,Tarde,Pote,Morango,2,11.72,11.72,5.86,5.86,Almeida Da Mata,MA,App,True,Com Promocao,CLI1345,True,7,False,False,False,True
149,2025-06-09,2025,6,Junho,2025-06,T2,Segunda,9,10:00,10,Manha,Casquinha,Cookies,1,5.49,5.49,5.49,5.49,Rocha De Goiás,RN,Loja Física,False,Sem Promocao,CLI4647,True,4,False,False,False,True
150,2025-04-17,2025,4,Abril,2025-04,T2,Quinta,17,18:15,18,Noite,Sundae,Baunilha,3,22.6,22.6,7.53,7.53,Porto De Costa,AP,Loja Física,True,Com Promocao,CLI6645,True,11,False,False,False,True
151,2025-04-03,2025,4,Abril,2025-04,T2,Quinta,3,18:30,18,Noite,Pote,Chocolate,3,34.92,34.92,11.64,11.64,Leão,DF,Parceiro,False,Sem Promocao,CLI9519,True,8,False,False,False,True
152,2025-05-06,2025,5,Maio,2025-05,T2,Terca,6,10:45,10,Manha,Pote,Açaí,1,6.92,6.92,6.92,6.92,Cunha Grande,PA,App,False,Sem Promocao,CLI4732,True,6,False,False,False,True
153,2025-06-19,2025,6,Junho,2025-06,T2,Quinta,19,11:45,11,Manha,Pote,Chocolate,4,42.8,42.8,10.7,10.7,Jesus,RR,App,False,Sem Promocao,CLI7690,True,7,False,False,False,True
154,2025-04-25,2025,4,Abril,2025-04,T2,Sexta,25,14:45,14,Tarde,Picolé,Caramelo,4,48.42,48.42,12.1,12.1,Da Cunha,PI,Loja Física,True,Com Promocao,CLI9288,True,6,False,False,False,True
155,2025-08-12,2025,8,Agosto,2025-08,T3,Terca,12,12:00,12,Tarde,Casquinha,Limão,5,68.55,68.55,13.71,13.71,Da Mata Paulista,MA,App,False,Sem Promocao,CLI8211,True,4,False,False,False,True
156,2025-06-07,2025,6,Junho,2025-06,T2,Sabado,7,17:00,17,Tarde,Pote,Chocolate,4,51.32,51.32,12.83,12.83,Da Costa,ES,Parceiro,False,Sem Promocao,CLI6420,True,11,False,False,False,True
157,2025-04-01,2025,4,Abril,2025-04,T2,Terca,1,09:00,9,Manha,Picolé,Limão,2,15.31,15.31,7.66,7.66,Rezende,MT,Parceiro,True,Com Promocao,CLI2663,True,5,False,False,False,True
158,2025-04-24,2025,4,Abril,2025-04,T2,Quinta,24,17:00,17,Tarde,Casquinha,Caramelo,2,19.84,19.84,9.92,9.92,Borges Das Pedras,AC,Parceiro,False,Sem Promocao,CLI8530,True,5,False,False,False,True
159,2025-04-16,2025,4,Abril,2025-04,T2,Quarta,16,17:15,17,Tarde,Picolé,Baunilha,1,9.62,9.62,9.62,9.62,Jesus,GO,Parceiro,True,Com Promocao,CLI2032,True,6,False,False,False,True
160,2025-07-28,2025,7,Julho,2025-07,T3,Segunda,28,17:00,17,Tarde,Sundae,Açaí,5,46.6,46.6,9.32,9.32,Gomes,PI,Parceiro,True,Com Promocao,CLI8387,True,3,False,False,False,True
161,2025-02-27,2025,2,Fevereiro,2025-02,T1,Quinta,27,15:15,15,Tarde,Casquinha,Chocolate,3,38.7,38.7,12.9,12.9,Fonseca,PE,Parceiro,False,Sem Promocao,CLI2510,True,7,False,False,False,True
163,2025-08-20,2025,8,Agosto,2025-08,T3,Quarta,20,08:45,8,Manha,Pote,Cookies,1,14.14,14.14,14.14,14.14,Rodrigues,MS,Parceiro,False,Sem Promocao,CLI5004,True,8,False,False,False,True
164,2025-07-09,2025,7,Julho,2025-07,T3,Quarta,9,15:30,15,Tarde,Pote,Limão,4,28.0,28.0,7.0,7.0,Correia Grande,RJ,Loja Física,False,Sem Promocao,CLI1528,True,8,False,False,False,True
165,2025-02-21,2025,2,Fevereiro,2025-02,T1,Sexta,21,08:15,8,Manha,Milkshake,Açaí,5,34.4,34.4,6.88,6.88,Vieira,AL,Loja Física,False,Sem Promocao,CLI7807,True,9,False,False,False,True
166,2025-08-07,2025,8,Agosto,2025-08,T3,Quinta,7,21:15,21,Noite,Pote,Cookies,5,48.97,48.97,9.79,9.79,Pastor Da Serra,RR,Parceiro,True,Com Promocao,CLI1751,True,5,False,False,False,True
167,2025-07-14,2025,7,Julho,2025-07,T3,Segunda,14,19:15,19,Noite,Picolé,Caramelo,4,46.56,46.56,11.64,11.64,Da Cruz Do Amparo,PR,App,True,Com Promocao,CLI4466,True,7,False,False,False,True
168,2025-07-11,2025,7,Julho,2025-07,T3,Sexta,11,21:15,21,Noite,Pote,Menta,4,32.96,32.96,8.24,8.24,Oliveira Do Oeste,AC,Loja Física,False,Sem Promocao,CLI7396,True,6,False,False,False,True
169,2025-02-24,2025,2,Fevereiro,2025-02,T1,Segunda,24,12:00,12,Tarde,Casquinha,Chocolate,3,41.92,41.92,13.97,13.97,Melo,SP,Parceiro,True,Com Promocao,CLI2842,True,9,False,False,False,True
170,2025-02-26,2025,2,Fevereiro,2025-02,T1,Quarta,26,11:00,11,Manha,Sundae,Chocolate,5,43.96,43.96,8.79,8.79,Teixeira De Novais,GO,Parceiro,True,Com Promocao,CLI4026,True,6,False,False,False,True
171,2025-07-31,2025,7,Julho,2025-07,T3,Quinta,31,19:45,19,Noite,Casquinha,Cookies,4,52.8,52.8,13.2,13.2,Almeida,SE,Parceiro,False,Sem Promocao,CLI7434,True,8,False,False,False,True
172,2025-03-12,2025,3,Marco,2025-03,T1,Quarta,12,22:30,22,Noite,Casquinha,Cookies,2,16.92,16.92,8.46,8.46,Caldeira,AM,Loja Física,True,Com Promocao,CLI1065,True,8,False,False,False,True
173,2025-02-25,2025,2,Fevereiro,2025-02,T1,Terca,25,09:15,9,Manha,Milkshake,Menta,5,28.01,28.01,5.6,5.6,Porto Da Prata,MS,Parceiro,True,Com Promocao,CLI1826,True,5,False,False,False,True
174,2025-03-07,2025,3,Marco,2025-03,T1,Sexta,7,13:15,13,Tarde,Milkshake,Açaí,4,34.88,34.88,8.72,8.72,Rezende,DF,App,False,Sem Promocao,CLI5608,True,9,False,False,False,True
175,2025-06-22,2025,6,Junho,2025-06,T2,Domingo,22,22:15,22,Noite,Casquinha,Limão,4,41.53,41.53,10.38,10.38,Vieira,MG,App,True,Com Promocao,CLI7455,True,4,False,False,False,True
176,2025-02-26,2025,2,Fevereiro,2025-02,T1,Quarta,26,13:00,13,Tarde,Sundae,Chocolate,4,39.16,39.16,9.79,9.79,Silveira De Sales,RO,App,False,Sem Promocao,CLI4024,True,6,False,False,False,True
177,2025-04-16,2025,4,Abril,2025-04,T2,Quarta,16,19:45,19,Noite,Casquinha,Limão,4,58.84,58.84,14.71,14.71,Moreira Do Galho,RO,Loja Física,False,Sem Promocao,CLI9139,True,9,False,False,False,True
178,2025-05-06,2025,5,Maio,2025-05,T2,Terca,6,10:45,10,Manha,Picolé,Chocolate,4,51.04,51.04,12.76,12.76,Montenegro Da Serra,PR,Loja Física,False,Sem Promocao,CLI9584,True,9,False,False,False,True
179,2025-05-15,2025,5,Maio,2025-05,T2,Quinta,15,10:45,10,Manha,Milkshake,Cookies,6,72.84,72.84,12.14,12.14,Campinas,MG,Parceiro,True,Com Promocao,CLI6294,True,6,False,False,False,True
180,2025-07-18,2025,7,Julho,2025-07,T3,Sexta,18,08:45,8,Manha,Sundae,Menta,1,7.78,7.78,7.78,7.78,Brito De Cardoso,PB,App,False,Sem Promocao,CLI3219,True,7,False,False,False,True
181,2025-07-31,2025,7,Julho,2025-07,T3,Quinta,31,12:45,12,Tarde,Picolé,Baunilha,2,25.34,25.34,12.67,12.67,Leão Do Sul,RO,Parceiro,False,Sem Promocao,CLI4720,True,9,False,False,False,True
182,2025-05-31,2025,5,Maio,2025-05,T2,Sabado,31,08:30,8,Manha,Sundae,Morango,4,44.03,44.03,11.01,11.01,Garcia,MS,Loja Física,True,Com Promocao,CLI8385,True,6,False,False,False,True
183,2025-08-02,2025,8,Agosto,2025-08,T3,Sabado,2,09:30,9,Manha,Pote,Limão,4,32.36,32.36,8.09,8.09,Pires,AP,Loja Física,False,Sem Promocao,CLI6901,True,7,False,False,False,True
184,2025-06-09,2025,6,Junho,2025-06,T2,Segunda,9,20:15,20,Noite,Sundae,Caramelo,5,32.55,32.55,6.51,6.51,Camargo Do Amparo,SC,Loja Física,True,Com Promocao,CLI4418,True,5,False,False,False,True
185,2025-08-02,2025,8,Agosto,2025-08,T3,Sabado,2,08:00,8,Manha,Sundae,Caramelo,4,40.12,40.12,10.03,10.03,Cavalcante,SE,Loja Física,True,Com Promocao,CLI9820,True,15,False,False,False,True
186,2025-06-12,2025,6,Junho,2025-06,T2,Quinta,12,11:30,11,Manha,Milkshake,Menta,3,15.0,15.0,5.0,5.0,Souza Do Campo,AP,Loja Física,True,Com Promocao,CLI2497,True,6,False,False,False,True
187,2025-03-03,2025,3,Marco,2025-03,T1,Segunda,3,10:30,10,Manha,Sundae,Caramelo,1,9.12,9.12,9.12,9.12,Guerra,MG,Loja Física,True,Com Promocao,CLI2848,True,7,False,False,False,True
188,2025-03-05,2025,3,Marco,2025-03,T1,Quarta,5,18:15,18,Noite,Picolé,Cookies,1,6.08,6.08,6.08,6.08,Das Neves,PB,App,False,Sem Promocao,CLI4948,True,4,False,False,False,True
189,2025-04-04,2025,4,Abril,2025-04,T2,Sexta,4,12:30,12,Tarde,Casquinha,Caramelo,1,10.83,10.83,10.83,10.83,Sousa,MT,Parceiro,True,Com Promocao,CLI8436,True,4,False,False,False,True
190,2025-04-04,2025,4,Abril,2025-04,T2,Sexta,4,17:30,17,Tarde,Casquinha,Açaí,4,23.88,23.88,5.97,5.97,Cardoso Do Oeste,RJ,Loja Física,False,Sem Promocao,CLI6959,True,7,False,False,False,True
191,2025-04-25,2025,4,Abril,2025-04,T2,Sexta,25,20:00,20,Noite,Picolé,Chocolate,1,10.48,10.48,10.48,10.48,Martins Do Amparo,AP,App,False,Sem Promocao,CLI1582,True,5,False,False,False,True
192,2025-08-03,2025,8,Agosto,2025-08,T3,Domingo,3,18:30,18,Noite,Casquinha,Limão,2,16.06,16.06,8.03,8.03,Abreu,PR,Parceiro,False,Sem Promocao,CLI4731,True,8,False,False,False,True
193,2025-04-17,2025,4,Abril,2025-04,T2,Quinta,17,18:30,18,Noite,Pote,Cookies,1,6.52,6.52,6.52,6.52,Castro De Vargas,MT,Loja Física,True,Com Promocao,CLI3645,True,8,False,False,False,True
194,2025-02-25,2025,2,Fevereiro,2025-02,T1,Terca,25,09:30,9,Manha,Casquinha,Caramelo,5,38.35,38.35,7.67,7.67,Albuquerque,PE,Loja Física,False,Sem Promocao,CLI3666,True,5,False,False,False,True
195,2025-07-11,2025,7,Julho,2025-07,T3,Sexta,11,09:45,9,Manha,Milkshake,Cookies,3,29.33,29.33,9.78,9.78,Vasconcelos De Oliveira,MA,Parceiro,True,Com Promocao,CLI8816,True,4,False,False,False,True
196,2025-05-19,2025,5,Maio,2025-05,T2,Segunda,19,16:30,16,Tarde,Casquinha,Caramelo,2,16.57,16.57,8.28,8.28,Silveira,MA,App,True,Com Promocao,CLI4932,True,4,False,False,False,True
198,2025-08-13,2025,8,Agosto,2025-08,T3,Quarta,13,15:00,15,Tarde,Picolé,Açaí,5,47.47,47.47,9.49,9.49,Teixeira,RO,Loja Física,True,Com Promocao,CLI7555,True,7,False,False,False,True
199,2025-07-17,2025,7,Julho,2025-07,T3,Quinta,17,15:15,15,Tarde,Milkshake,Chocolate,5,38.3,38.3,7.66,7.66,Freitas Da Mata,AC,App,False,Sem Promocao,CLI8057,True,3,False,False,False,True
200,2025-05-14,2025,5,Maio,2025-05,T2,Quarta,14,20:45,20,Noite,Milkshake,Baunilha,4,49.4,49.4,12.35,12.35,Cassiano,GO,App,True,Com Promocao,CLI7886,True,7,False,False,False,True
201,2025-03-03,2025,3,Marco,2025-03,T1,Segunda,3,18:15,18,Noite,Casquinha,Baunilha,5,44.26,44.26,8.85,8.85,Da Mata Do Norte,SC,Parceiro,True,Com Promocao,CLI7100,True,6,False,False,False,True
202,2025-03-09,2025,3,Marco,2025-03,T1,Domingo,9,14:45,14,Tarde,Milkshake,Morango,3,23.35,23.35,7.78,7.78,Aragão Grande,PR,Parceiro,True,Com Promocao,CLI6242,True,4,False,False,False,True
203,2025-02-27,2025,2,Fevereiro,2025-02,T1,Quinta,27,09:15,9,Manha,Milkshake,Menta,2,18.31,18.31,9.15,9.15,Azevedo Paulista,PB,Parceiro,True,Com Promocao,CLI9577,True,8,False,False,False,True
204,2025-05-24,2025,5,Maio,2025-05,T2,Sabado,24,17:15,17,Tarde,Casquinha,Limão,5,67.96,67.96,13.59,13.59,Monteiro,RR,Loja Física,True,Com Promocao,CLI5942,True,6,False,False,False,True
205,2025-03-25,2025,3,Marco,2025-03,T1,Terca,25,11:15,11,Manha,Sundae,Limão,2,19.82,19.82,9.91,9.91,Pacheco,PB,Parceiro,True,Com Promocao,CLI1100,True,7,False,False,False,True
206,2025-06-02,2025,6,Junho,2025-06,T2,Segunda,2,20:15,20,Noite,Picolé,Cookies,2,15.59,15.59,7.8,7.8,Fonseca Da Praia,TO,App,True,Com Promocao,CLI8389,True,4,False,False,False,True
207,2025-06-20,2025,6,Junho,2025-06,T2,Sexta,20,21:00,21,Noite,Milkshake,Morango,4,19.93,19.93,4.98,4.98,Campinas,AP,App,True,Com Promocao,CLI7119,True,11,False,False,False,True
208,2025-04-03,2025,4,Abril,2025-04,T2,Quinta,3,09:00,9,Manha,Milkshake,Menta,1,11.22,11.22,11.22,11.22,Andrade Da Praia,RS,Parceiro,False,Sem Promocao,CLI4379,True,10,False,False,False,True
209,2025-06-16,2025,6,Junho,2025-06,T2,Segunda,16,12:15,12,Tarde,Sundae,Cookies,4,30.04,30.04,7.51,7.51,Sales De Nunes,RJ,Parceiro,False,Sem Promocao,CLI9378,True,12,False,False,False,True
210,2025-03-26,2025,3,Marco,2025-03,T1,Quarta,26,22:30,22,Noite,Picolé,Chocolate,3,44.88,44.88,14.96,14.96,Lima,MT,Parceiro,False,Sem Promocao,CLI2003,True,10,False,False,False,True
211,2025-06-10,2025,6,Junho,2025-06,T2,Terca,10,20:45,20,Noite,Casquinha,Cookies,5,32.5,32.5,6.5,6.5,Rios,DF,App,False,Sem Promocao,CLI7334,True,3,False,False,False,True
212,2025-07-19,2025,7,Julho,2025-07,T3,Sabado,19,13:30,13,Tarde,Picolé,Açaí,5,38.15,38.15,7.63,7.63,Abreu,SP,Parceiro,False,Sem Promocao,CLI5287,True,2,False,False,False,True
213,2025-07-23,2025,7,Julho,2025-07,T3,Quarta,23,12:45,12,Tarde,Milkshake,Cookies,4,40.12,40.12,10.03,10.03,Campinas,MS,Loja Física,False,Sem Promocao,CLI1080,True,7,False,False,False,True
214,2025-08-20,2025,8,Agosto,2025-08,T3,Quarta,20,12:30,12,Tarde,Sundae,Morango,1,4.46,4.46,4.46,4.46,Rodrigues,MG,Loja Física,True,Com Promocao,CLI9306,True,7,False,False,False,True
215,2025-06-16,2025,6,Junho,2025-06,T2,Segunda,16,11:30,11,Manha,Milkshake,Chocolate,4,35.56,35.56,8.89,8.89,Casa Grande,PA,Parceiro,False,Sem Promocao,CLI5613,True,7,False,False,False,True
216,2025-08-05,2025,8,Agosto,2025-08,T3,Terca,5,08:45,8,Manha,Pote,Baunilha,2,9.23,9.23,4.62,4.62,Rios De Montenegro,MT,App,True,Com Promocao,CLI4443,True,8,False,False,False,True
217,2025-05-16,2025,5,Maio,2025-05,T2,Sexta,16,19:15,19,Noite,Picolé,Cookies,5,46.85,46.85,9.37,9.37,Pacheco,CE,Loja Física,False,Sem Promocao,CLI2620,True,13,False,False,False,True
218,2025-04-30,2025,4,Abril,2025-04,T2,Quarta,30,09:00,9,Manha,Picolé,Açaí,1,8.57,8.57,8.57,8.57,Caldeira,RN,Loja Física,False,Sem Promocao,CLI5738,True,5,False,False,False,True
219,2025-06-03,2025,6,Junho,2025-06,T2,Terca,3,22:45,22,Noite,Casquinha,Cookies,5,60.8,60.8,12.16,12.16,Da Paz,BA,App,False,Sem Promocao,CLI4601,True,7,False,False,False,True
220,2025-05-29,2025,5,Maio,2025-05,T2,Quinta,29,22:00,22,Noite,Casquinha,Caramelo,1,11.61,11.61,11.61,11.61,Novais De Ramos,MS,Parceiro,True,Com Promocao,CLI8074,True,8,False,False,False,True
221,2025-08-10,2025,8,Agosto,2025-08,T3,Domingo,10,19:45,19,Noite,Casquinha,Limão,4,31.6,31.6,7.9,7.9,Da Mota,TO,Loja Física,False,Sem Promocao,CLI5848,True,6,False,False,False,True
223,2025-05-29,2025,5,Maio,2025-05,T2,Quinta,29,08:00,8,Manha,Milkshake,Baunilha,6,34.8,34.8,5.8,5.8,Campinas,ES,App,False,Sem Promocao,CLI5517,True,6,False,False,False,True
224,2025-04-30,2025,4,Abril,2025-04,T2,Quarta,30,18:30,18,Noite,Casquinha,Açaí,5,40.7,40.7,8.14,8.14,Rocha,PB,Loja Física,False,Sem Promocao,CLI1056,False,1,False,False,False,True
225,2025-04-07,2025,4,Abril,2025-04,T2,Segunda,7,14:15,14,Tarde,Sundae,Limão,4,57.08,57.08,14.27,14.27,Da Mota Do Galho,SE,App,False,Sem Promocao,CLI4170,True,7,False,False,False,True
226,2025-08-02,2025,8,Agosto,2025-08,T3,Sabado,2,20:45,20,Noite,Milkshake,Morango,3,32.22,32.22,10.74,10.74,Nunes,RN,Loja Física,False,Sem Promocao,CLI6100,True,5,False,False,False,True
227,2025-07-27,2025,7,Julho,2025-07,T3,Domingo,27,17:45,17,Tarde,Picolé,Cookies,5,73.05,73.05,14.61,14.61,Das Neves De Sá,RS,Parceiro,False,Sem Promocao,CLI9217,True,5,False,False,False,True
228,2025-05-24,2025,5,Maio,2025-05,T2,Sabado,24,08:30,8,Manha,Milkshake,Cookies,4,33.18,33.18,8.3,8.3,Campinas,AM,Loja Física,True,Com Promocao,CLI5773,True,3,False,False,False,True
229,2025-05-17,2025,5,Maio,2025-05,T2,Sabado,17,16:15,16,Tarde,Pote,Limão,1,11.06,11.06,11.06,11.06,Martins Da Serra,AC,Parceiro,False,Sem Promocao,CLI9254,True,5,False,False,False,True
230,2025-07-03,2025,7,Julho,2025-07,T3,Quinta,3,15:15,15,Tarde,Pote,Morango,5,51.6,51.6,10.32,10.32,Macedo,DF,Loja Física,False,Sem Promocao,CLI2704,True,9,False,False,False,True
231,2025-03-23,2025,3,Marco,2025-03,T1,Domingo,23,20:45,20,Noite,Sundae,Açaí,4,56.84,56.84,14.21,14.21,Campos Do Amparo,SC,App,False,Sem Promocao,CLI1402,True,11,False,False,False,True
232,2025-06-07,2025,6,Junho,2025-06,T2,Sabado,7,08:00,8,Manha,Milkshake,Baunilha,2,24.8,24.8,12.4,12.4,Da Rocha,SE,Parceiro,False,Sem Promocao,CLI3018,True,15,False,False,False,True
233,2025-04-10,2025,4,Abril,2025-04,T2,Quinta,10,17:15,17,Tarde,Sundae,Cookies,4,31.28,31.28,7.82,7.82,Aragão Do Campo,RR,Parceiro,True,Com Promocao,CLI2200,True,5,False,False,False,True
234,2025-03-20,2025,3,Marco,2025-03,T1,Quinta,20,12:00,12,Tarde,Milkshake,Cookies,2,22.64,22.64,11.32,11.32,Pimenta Do Oeste,RR,App,True,Com Promocao,CLI9829,True,3,False,False,False,True
235,2025-04-04,2025,4,Abril,2025-04,T2,Sexta,4,15:30,15,Tarde,Sundae,Cookies,1,11.42,11.42,11.42,11.42,Santos Da Prata,AM,App,False,Sem Promocao,CLI9718,True,7,False,False,False,True
236,2025-05-10,2025,5,Maio,2025-05,T2,Sabado,10,12:45,12,Tarde,Sundae,Caramelo,4,26.75,26.75,6.69,6.69,Oliveira Alegre,PI,Parceiro,True,Com Promocao,CLI5694,True,2,False,False,False,True
237,2025-05-09,2025,5,Maio,2025-05,T2,Sexta,9,09:30,9,Manha,Picolé,Limão,4,27.35,27.35,6.84,6.84,Correia De Macedo,PR,App,True,Com Promocao,CLI7124,True,5,False,False,False,True
238,2025-08-18,2025,8,Agosto,2025-08,T3,Segunda,18,20:00,20,Noite,Milkshake,Baunilha,4,31.36,31.36,7.84,7.84,Alves De Ramos,ES,Loja Física,True,Com Promocao,CLI4159,True,9,False,False,False,True
239,2025-04-29,2025,4,Abril,2025-04,T2,Terca,29,20:30,20,Noite,Casquinha,Cookies,5,33.0,33.0,6.6,6.6,Albuquerque,PB,App,True,Com Promocao,CLI5014,True,7,False,False,False,True
240,2025-03-29,2025,3,Marco,2025-03,T1,Sabado,29,13:30,13,Tarde,Pote,Caramelo,4,43.44,43.44,10.86,10.86,Abreu,PE,App,False,Sem Promocao,CLI8498,True,5,False,False,False,True
241,2025-04-08,2025,4,Abril,2025-04,T2,Terca,8,21:45,21,Noite,Picolé,Baunilha,3,23.4,23.4,7.8,7.8,Cavalcanti Do Campo,RR,Parceiro,False,Sem Promocao,CLI8081,True,8,False,False,False,True
242,2025-06-17,2025,6,Junho,2025-06,T2,Terca,17,08:00,8,Manha,Pote,Chocolate,4,55.72,55.72,13.93,13.93,Pastor Da Serra,MS,Loja Física,False,Sem Promocao,CLI3812,True,5,False,False,False,True
243,2025-06-24,2025,6,Junho,2025-06,T2,Terca,24,12:30,12,Tarde,Pote,Chocolate,5,53.26,53.26,10.65,10.65,Das Neves,RN,Loja Física,True,Com Promocao,CLI2017,True,6,False,False,False,True
244,2025-04-12,2025,4,Abril,2025-04,T2,Sabado,12,20:45,20,Noite,Pote,Morango,1,14.13,14.13,14.13,14.13,Da Costa Grande,SC,Parceiro,False,Sem Promocao,CLI3325,True,6,False,False,False,True
245,2025-05-18,2025,5,Maio,2025-05,T2,Domingo,18,14:15,14,Tarde,Pote,Açaí,5,44.71,44.71,8.94,8.94,Borges Grande,SP,Loja Física,True,Com Promocao,CLI8646,True,6,False,False,False,True
246,2025-08-16,2025,8,Agosto,2025-08,T3,Sabado,16,11:15,11,Manha,Pote,Baunilha,5,33.3,33.3,6.66,6.66,Rodrigues Dos Dourados,AL,Parceiro,False,Sem Promocao,CLI4706,True,5,False,False,False,True
