ID_Transacao,Data,Hora,Tipo_Sorvete,Sabor,Quantidade,Valor_Total,Cidade,Estado,Canal_Venda,Promocao,ID_Cliente
266,2025-05-27,20:00,Milkshake,Cookies,5,38.85,Lima do Campo,PR,Parceiro,False,CLI9511
267,2025-07-30,13:45,Pote,Caramelo,2,14.8,Lopes da Prata,CE,Parceiro,True,CLI5379
268,2025-02-22,14:30,Milkshake,Chocolate,3,25.74,Casa Grande,TO,Parceiro,False,CLI4200
269,2025-07-29,22:30,Milkshake,Caramelo,4,30.56,Campos,MA,Loja Física,False,CLI5913
270,2025-05-28,10:45,Casquinha,Limão,5,55.68,Moreira do Norte,MG,App,True,CLI5217
271,2025-03-21,19:45,Sundae,Açaí,4,47.68,Jesus,GO,App,False,CLI8987
272,2025-07-24,10:15,Picolé,Chocolate,3,27.79,Viana,AL,Parceiro,True,CLI1532
273,2025-08-11,12:45,Milkshake,Açaí,3,31.44,Costela Verde,BA,Parceiro,True,CLI8277
274,2025-07-29,20:15,Sundae,Caramelo,5,30.65,Aparecida,DF,Loja Física,False,CLI4790
275,2025-03-12,16:15,Milkshake,Cookies,2,25.1,Albuquerque,RR,Parceiro,False,CLI1332
276,2025-03-14,18:15,Pote,Caramelo,2,13.32,Cavalcante,TO,Parceiro,False,CLI1300
277,2025-04-01,19:45,Casquinha,Chocolate,3,26.25,Fogaça,CE,App,False,CLI8979
278,2025-02-21,21:00,Milkshake,Limão,2,15.44,Castro,MA,Parceiro,False,CLI8810
279,2025-07-14,9:15,Milkshake,Limão,2,29.58,Alves das Flores,DF,Parceiro,False,CLI3938
280,2025-08-02,12:30,Milkshake,Menta,4,48.07,Silveira do Oeste,CE,Parceiro,True,CLI4059
281,2025-02-23,12:15,Casquinha,Açaí,2,10.43,das Neves da Prata,PI,Loja Física,True,CLI5446
282,2025-08-06,13:15,Milkshake,Caramelo,6,28.51,Campinas,AP,Loja Física,True,CLI2276
283,2025-04-27,11:00,Pote,Chocolate,5,45.15,Fogaça de Oliveira,RO,Parceiro,False,CLI2117
284,2025-06-17,21:15,Casquinha,Baunilha,3,27.3,da Paz de Fernandes,ES,Loja Física,True,CLI9395
285,2025-06-21,10:15,Casquinha,Baunilha,2,10.24,Sales,SC,Parceiro,False,CLI6446
286,2025-06-26,15:00,Milkshake,Menta,2,12.0,Fogaça do Galho,AC,App,True,CLI5671
287,2025-03-06,11:15,Milkshake,Chocolate,4,52.96,da Rocha de Farias,ES,Parceiro,False,CLI5836
288,2025-05-03,19:45,Picolé,Morango,3,32.85,Garcia,RR,Parceiro,True,CLI1706
289,2025-04-30,10:00,Picolé,Limão,2,16.37,Abreu,RR,App,True,CLI2463
290,2025-06-10,12:30,Casquinha,,3,,,CE,App,True,CLI8672
291,2025-04-15,18:45,Sundae,Morango,2,24.0,Moreira,PA,Loja Física,False,CLI3907
292,2025-08-02,17:45,Pote,Açaí,4,23.72,Novais do Galho,BA,App,False,CLI4134
293,2025-04-03,16:00,Milkshake,Cookies,3,22.54,Campinas,SP,Loja Física,True,CLI3652
294,2025-08-20,8:15,Pote,Açaí,4,26.04,Vieira de da Rosa,PR,Parceiro,True,CLI2480
295,2025-07-15,12:45,Pote,Morango,4,24.52,Marques,PE,App,False,CLI3851
296,2025-06-30,21:45,Picolé,Açaí,3,38.4,Borges Verde,SE,Loja Física,False,CLI8999
297,2025-08-12,15:15,Picolé,Baunilha,1,10.9,Fogaça de da Mata,SC,App,True,CLI5265
298,2025-07-24,22:15,Pote,Menta,3,29.38,Teixeira da Mata,AC,Parceiro,True,CLI4872
299,2025-08-08,13:30,Milkshake,Baunilha,3,17.31,Mendes,PR,Loja Física,False,CLI7255
300,2025-06-21,16:15,Milkshake,Cookies,3,18.69,da Paz,RO,Loja Física,False,CLI9579
301,2025-06-08,8:15,Milkshake,Menta,2,23.92,Garcia de Minas,RO,Loja Física,False,CLI9422
302,2025-09-15,17:45,Picolé,Chocolate,5,53.2,Porto,SE,Loja Física,False,CLI9624
303,2025-07-19,20:30,Pote,Cookies,3,31.8,da Paz de Brito,RS,Parceiro,False,CLI9244
304,2025-03-07,22:00,Milkshake,Chocolate,-1,-8.17,Nogueira de Minas,AM,Parceiro,False,CLI7558
305,2025-07-04,22:30,Picolé,Açaí,3,22.5,Brito do Campo,RJ,Parceiro,False,CLI4757
306,2025-06-12,10:45,Picolé,Caramelo,2,16.26,Macedo,PA,Loja Física,False,CLI2822
307,2025-05-30,17:15,Casquinha,Chocolate,5,27.65,Rocha,PE,App,False,CLI3948
308,2025-06-09,22:00,Milkshake,Caramelo,1,6.52,Nascimento de Rezende,PR,Parceiro,False,CLI8000
309,2025-08-18,16:30,Casquinha,Menta,5,51.9,da Rosa de Goiás,SC,Parceiro,False,CLI6392
310,2025-05-26,13:30,Milkshake,Caramelo,4,21.32,da Luz do Sul,RS,Parceiro,True,CLI7498
311,2025-08-19,17:30,Casquinha,Cookies,3,21.38,Costa,SE,App,True,CLI3712
312,2025-08-16,19:30,Casquinha,Caramelo,4,47.54,Ribeiro da Mata,RJ,App,True,CLI9740
313,2025-06-12,11:45,Sundae,Limão,4,45.85,Albuquerque,BA,App,True,CLI5294
314,2025-07-22,9:00,Milkshake,Morango,2,14.99,Silva da Serra,SP,App,True,CLI9454
315,2025-07-27,17:00,Sundae,Limão,3,26.52,Monteiro,PB,Parceiro,False,CLI3492
316,2025-03-12,14:45,Pote,Menta,3,39.96,Nunes da Serra,PR,Parceiro,False,CLI2568
317,2025-03-07,9:15,Pote,Baunilha,5,38.95,da Cruz,MT,Parceiro,True,CLI9035
318,2025-03-09,20:00,Picolé,Cookies,4,23.07,Ramos,RJ,App,True,CLI8828
319,2025-03-12,15:00,Sundae,Chocolate,4,37.38,Correia,RN,Parceiro,True,CLI7989
320,2025-05-06,19:15,Pote,Limão,4,32.43,Machado da Prata,CE,App,True,CLI1112
321,2025-06-30,17:30,Casquinha,Chocolate,2,17.44,Sá,ES,Loja Física,False,CLI2435
322,2025-02-22,20:45,Pote,Baunilha,1,8.48,Silva,SC,Parceiro,True,CLI8186
323,2025-03-26,21:15,Pote,Menta,2,14.8,Barbosa,AM,App,True,CLI9697
324,2025-02-21,22:15,Sundae,Chocolate,5,62.58,Rezende,AL,Loja Física,True,CLI1047
325,2025-07-15,17:45,Pote,Cookies,1,10.06,Guerra,SE,Loja Física,True,CLI8211
326,2025-05-06,18:45,Milkshake,Limão,5,24.23,Campos de Abreu,PE,Parceiro,True,CLI4918
327,2025-06-20,15:00,Casquinha,Baunilha,3,11.88,Carvalho,MA,App,True,CLI1294
328,2025-03-11,11:00,Picolé,Açaí,2,8.58,Leão do Sul,SP,Loja Física,True,CLI6209
329,2025-07-04,8:45,Pote,Chocolate,2,20.68,Viana,RJ,App,True,CLI4195
330,2025-03-14,21:15,Pote,Caramelo,5,35.59,Leão,CE,Parceiro,True,CLI5821
331,2025-08-09,20:30,Sundae,Limão,5,47.7,Borges,MA,Parceiro,False,CLI7124
332,2025-04-08,21:45,Sundae,Limão,1,11.91,Ramos da Prata,AM,Loja Física,False,CLI7247
333,2025-07-30,12:00,Pote,Morango,4,44.68,Caldeira de Jesus,AM,App,False,CLI7615
334,2025-02-25,16:00,Pote,Menta,2,12.24,Rodrigues,RS,Parceiro,True,CLI5618
335,2025-03-09,10:45,Picolé,Açaí,5,52.25,Fonseca do Campo,RN,Loja Física,True,CLI6412
336,2025-06-05,12:45,Pote,Menta,4,20.11,Moreira,SE,Loja Física,True,CLI4367
337,2025-08-06,13:45,Pote,Limão,3,21.36,da Conceição Verde,PI,App,True,CLI8805
338,2025-05-15,9:30,Sundae,Cookies,3,23.61,Novaes,MT,Loja Física,False,CLI3929
339,2025-05-09,12:45,Picolé,Caramelo,3,31.83,Gonçalves,AL,Parceiro,False,CLI1742
340,2025-07-10,22:30,Milkshake,Morango,2,10.04,Porto,TO,Loja Física,True,CLI9742
341,2025-03-11,10:30,Pote,Menta,1,9.65,Borges do Amparo,PR,Parceiro,True,CLI9944
342,2025-07-14,8:30,Casquinha,Baunilha,4,47.04,Sales das Flores,AL,Parceiro,False,CLI8060
343,2025-08-10,8:45,Pote,Chocolate,3,22.86,Pinto Alegre,DF,App,True,CLI6917
344,2025-05-17,16:15,Sundae,Cookies,1,10.73,Oliveira,MT,App,True,CLI5653
345,2025-06-18,9:00,Picolé,Cookies,1,14.04,Cardoso de Câmara,RN,Loja Física,False,CLI2720
346,2025-05-21,12:45,Picolé,Baunilha,2,13.4,Silveira,SE,Loja Física,False,CLI9222
347,2025-06-29,22:00,Milkshake,Morango,3,33.51,Pimenta,PE,Parceiro,False,CLI8760
348,2025-06-25,15:45,Pote,Limão,3,23.82,da Costa Alegre,MS,Loja Física,False,CLI9469
349,2025-05-10,9:00,Casquinha,Caramelo,4,38.72,Souza,BA,App,False,CLI3703
350,2025-06-09,12:00,Milkshake,Chocolate,5,61.47,da Mota do Norte,TO,Parceiro,True,CLI5961
351,2025-06-29,20:00,Pote,Baunilha,4,24.08,Cassiano da Prata,RO,App,True,CLI7106
352,2025-09-03,10:45,Sundae,Baunilha,4,25.08,Sousa do Oeste,RR,Loja Física,False,CLI1474
353,2025-05-03,19:30,Sundae,Menta,5,54.55,Sales,RN,Loja Física,False,CLI5829
354,2025-07-06,15:00,Milkshake,Menta,4,33.44,Campinas,BA,Parceiro,False,CLI6445
355,2025-05-18,13:30,Milkshake,Baunilha,-3,-44.01,Campinas,BA,App,False,CLI6680
356,2025-07-26,13:00,Picolé,Morango,1,9.3,Moraes,RR,Loja Física,False,CLI3502
357,2025-04-17,20:00,Casquinha,Baunilha,4,27.8,Peixoto da Praia,DF,Loja Física,False,CLI9456
358,2025-02-23,17:15,Sundae,Menta,2,14.38,da Conceição,RJ,Parceiro,False,CLI5759
359,2025-08-22,22:00,Picolé,Cookies,5,29.04,Costela das Flores,BA,App,True,CLI8757
360,2025-05-20,14:30,Milkshake,Chocolate,1,6.18,Pimenta da Praia,GO,Parceiro,False,CLI2924
361,2025-03-10,10:00,Pote,Açaí,5,37.73,Vargas,MT,Loja Física,True,CLI6557
362,2025-03-26,14:45,Casquinha,Açaí,5,36.76,Ramos do Norte,PI,Loja Física,True,CLI6553
363,2025-05-16,14:00,Pote,Chocolate,-2,-21.66,Martins das Flores,RR,Parceiro,False,CLI7091
364,2025-03-19,13:15,Picolé,Morango,1,10.01,Jesus,CE,Parceiro,True,CLI3826
365,2025-07-27,21:30,Pote,Chocolate,5,34.17,Jesus,DF,Parceiro,True,CLI3699
366,2025-08-20,12:45,Milkshake,Cookies,1,8.66,Barbosa,PR,Parceiro,True,CLI2387
367,2025-04-15,18:30,Picolé,Morango,3,28.82,Sampaio das Pedras,MA,Loja Física,True,CLI9763
368,2025-02-23,19:30,Casquinha,Chocolate,0,0.0,Gonçalves de Goiás,SE,App,True,CLI5596
369,2025-09-10,15:30,Casquinha,Caramelo,1,11.65,Caldeira de da Cruz,MS,Parceiro,True,CLI7637
370,2025-03-23,17:00,Picolé,Açaí,4,43.06,Castro,RO,Loja Física,True,CLI5353
371,2025-04-18,19:30,Casquinha,Morango,3,21.18,Peixoto de Minas,AL,Loja Física,False,CLI2770
372,2025-05-15,10:30,Sundae,Cookies,5,60.97,Moreira,MS,App,True,CLI6013
373,2025-06-02,13:00,Pote,Caramelo,4,26.48,Araújo de Araújo,PE,App,True,CLI1741
374,2025-03-13,8:15,Casquinha,Açaí,3,16.89,Cavalcanti,RN,Loja Física,False,CLI4616
375,2025-07-01,9:00,Pote,Cookies,5,38.84,Montenegro,AC,App,True,CLI5274
376,2025-07-09,21:45,Milkshake,Morango,4,26.69,Campinas,RO,Loja Física,True,CLI9964
377,2025-04-16,10:45,Picolé,Cookies,3,19.2,Sales,GO,Loja Física,False,CLI9348
378,2025-02-28,8:30,Casquinha,Menta,5,70.65,Abreu,AC,Loja Física,False,CLI8535
379,2025-05-01,11:30,Milkshake,Cookies,1,9.92,da Paz,SP,App,True,CLI4191
380,2025-03-02,17:00,Sundae,Morango,4,46.28,Sales,RO,Parceiro,True,CLI2935
381,2025-07-04,17:30,Pote,Chocolate,2,22.32,Santos,ES,App,False,CLI6750
382,2025-03-04,21:30,Casquinha,Limão,4,41.8,da Paz da Praia,AM,Parceiro,False,CLI9596
383,2025-05-17,20:45,Picolé,Baunilha,3,21.12,Gonçalves de Sampaio,ES,App,True,CLI6806
384,2025-05-17,18:00,Sundae,Menta,5,55.65,Andrade,RS,Loja Física,False,CLI7555
385,2025-07-29,10:30,Sundae,Açaí,5,53.25,da Luz do Oeste,GO,Parceiro,True,CLI5887
386,2025-04-12,12:45,Pote,Baunilha,3,23.31,Oliveira do Oeste,PR,Parceiro,False,CLI4994
387,2025-02-21,12:30,Pote,Morango,5,31.25,Almeida,SC,Loja Física,True,CLI6737
388,2025-07-22,16:15,Sundae,Menta,3,33.38,Cavalcante,PA,App,True,CLI8738
389,2025-02-24,8:00,Milkshake,Chocolate,5,34.93,Campinas,RJ,App,True,CLI9916
390,2025-03-07,22:30,Pote,Cookies,3,30.24,Aragão de da Rocha,SC,Parceiro,False,CLI3813
391,2025-03-29,15:00,Picolé,Chocolate,1,10.95,Freitas,MT,Loja Física,False,CLI6361
392,2025-03-26,13:00,Pote,Caramelo,5,63.13,da Rocha,PA,App,True,CLI4073
393,2025-07-27,22:15,Picolé,Morango,2,17.75,da Luz,BA,Loja Física,True,CLI9231
394,2025-08-20,13:45,Milkshake,Cookies,1,13.9,Câmara,AP,App,False,CLI7847
395,2025-06-26,16:15,Milkshake,Baunilha,2,14.6,Ribeiro,ES,Parceiro,False,CLI8359
396,2025-08-09,14:15,Casquinha,Açaí,1,14.19,Rezende,BA,App,False,CLI8716
397,2025-05-01,11:30,Milkshake,Chocolate,4,36.07,Fonseca do Norte,MS,Parceiro,True,CLI6257
398,2025-07-25,19:15,Pote,Açaí,4,29.0,Pimenta,MA,Parceiro,False,CLI3381
399,2025-05-04,8:45,Sundae,Morango,1,5.88,Guerra,PI,App,False,CLI1030
400,2025-03-08,8:30,Pote,Cookies,2,20.08,Melo Grande,RO,Parceiro,True,CLI1107
401,2025-03-24,15:45,Pote,Cookies,1,8.19,Cavalcante,AC,App,True,CLI9098
402,2025-09-10,20:45,Milkshake,Morango,3,15.52,Mendonça,DF,App,True,CLI1187
403,2025-07-08,17:15,Sundae,Morango,3,37.95,das Neves,RR,Parceiro,False,CLI3554
404,2025-08-07,10:30,Casquinha,Açaí,1,5.31,da Costa,RO,Loja Física,False,CLI7938
405,2025-02-26,13:00,Casquinha,Menta,1,10.02,Correia do Amparo,SP,Loja Física,False,CLI9884
406,2025-04-04,21:15,Pote,Morango,2,13.98,Aragão de Costa,MG,Parceiro,False,CLI1267
407,2025-03-28,11:00,Picolé,Açaí,2,25.25,Pimenta de Nunes,RN,Parceiro,True,CLI6196
408,2025-07-09,10:00,Picolé,Limão,1,7.97,Martins do Norte,PA,App,True,CLI1127
409,2025-04-16,21:30,Picolé,Morango,4,20.2,Campos de Goiás,PB,Loja Física,False,CLI2373
410,2025-03-20,11:00,Casquinha,Açaí,4,40.48,Pimenta,PI,App,False,CLI9472
411,2025-04-13,15:45,Sundae,Cookies,5,33.37,Moraes,AL,Loja Física,True,CLI1987
412,2025-05-04,20:00,Casquinha,Menta,2,25.92,Rocha do Sul,AP,Parceiro,True,CLI5354
413,2025-05-08,14:30,Milkshake,Morango,4,21.28,das Neves das Pedras,SP,Parceiro,True,CLI6861
414,2025-08-03,18:30,Picolé,Açaí,1,10.24,Cunha dos Dourados,AL,App,True,CLI3814
415,2025-03-10,11:45,Milkshake,Chocolate,1,8.42,Macedo,BA,Loja Física,False,CLI7128
416,2025-07-21,8:15,Picolé,Cookies,5,29.39,Ferreira,BA,Parceiro,True,CLI3512
417,2025-03-25,15:15,Pote,Menta,4,47.88,Sousa,PB,App,False,CLI7766
418,2025-03-13,10:30,Milkshake,Menta,2,16.8,Guerra,PI,Parceiro,True,CLI9699
419,2025-07-09,18:15,Milkshake,Caramelo,3,31.64,Siqueira,AP,Loja Física,True,CLI3418
420,2025-07-04,13:45,Sundae,Morango,2,13.57,Brito,PB,Parceiro,True,CLI9118
421,2025-04-16,12:00,Casquinha,Limão,4,39.88,Siqueira,SC,App,False,CLI6602
422,2025-06-25,14:30,Picolé,Chocolate,5,39.65,Rodrigues,AP,Loja Física,False,CLI9355
423,2025-03-22,9:30,Pote,Chocolate,1,9.88,Nunes,SC,App,False,CLI4857
424,2025-06-01,9:15,Casquinha,Caramelo,4,29.88,Campos do Galho,ES,Loja Física,False,CLI9501
425,2025-03-17,22:15,Pote,Chocolate,4,47.06,Caldeira,BA,App,True,CLI8942
426,2025-05-31,9:45,Picolé,Limão,5,24.09,Freitas,CE,App,True,CLI2738
427,2025-09-05,17:00,Pote,Menta,3,33.9,Barros Grande,RS,Parceiro,True,CLI1410
428,2025-04-07,14:15,Milkshake,Cookies,2,27.48,Casa Grande,PR,Parceiro,False,CLI8254
429,2025-06-20,20:15,Picolé,Limão,3,23.7,da Paz,TO,Parceiro,False,CLI2660
430,2025-08-16,9:30,Milkshake,Açaí,4,30.32,Campinas,SE,Parceiro,False,CLI2458
431,2025-06-19,12:30,Sundae,Morango,5,66.75,Pimenta do Galho,MG,Parceiro,False,CLI9570
432,2025-05-08,15:15,Milkshake,Limão,5,71.8,Siqueira,TO,Parceiro,False,CLI9498
433,2025-02-23,14:15,Sundae,Limão,3,28.11,da Costa das Flores,SC,Parceiro,False,CLI6284
434,2025-07-26,17:45,Sundae,Cookies,-2,-14.08,Cassiano das Flores,RS,App,True,CLI7013
435,2025-04-03,9:15,Casquinha,Baunilha,5,57.83,da Mota de Borges,AM,Parceiro,True,CLI4320
436,2025-06-11,9:00,Milkshake,Limão,5,59.24,Pires de Fogaça,PE,Loja Física,True,CLI7005
437,2025-03-24,12:15,Milkshake,Chocolate,3,42.87,Silveira,MS,App,False,CLI6429
438,2025-03-09,11:30,Milkshake,Morango,1,8.12,Santos,MG,Parceiro,False,CLI8878
439,2025-08-19,17:30,Pote,Morango,3,30.99,Silva,PA,Parceiro,True,CLI8015
440,2025-03-16,13:45,Pote,Morango,1,5.48,Costela,CE,Parceiro,False,CLI9305
441,2025-06-26,14:30,Milkshake,Cookies,6,70.95,Campinas,TO,Loja Física,True,CLI1823
442,2025-08-01,10:00,Milkshake,Caramelo,1,14.95,Sampaio,MS,Loja Física,False,CLI8177
443,2025-05-19,21:15,Milkshake,Morango,3,15.66,Silveira de Goiás,AP,App,False,CLI2230
444,2025-07-12,21:30,Pote,Açaí,3,36.42,Peixoto,GO,Parceiro,False,CLI6790
445,2025-05-01,18:00,Milkshake,Morango,2,8.3,Pastor de Guerra,BA,Loja Física,True,CLI3554
446,2025-03-16,13:00,Casquinha,Menta,3,20.56,Sampaio de Minas,ES,Loja Física,True,CLI2986
447,2025-03-21,15:30,Milkshake,Morango,3,22.35,Campinas,AM,Parceiro,False,CLI4696
448,2025-06-04,11:00,Sundae,Açaí,3,23.25,Gomes,RO,App,True,CLI6455
449,2025-04-04,10:15,Pote,Menta,3,25.8,Castro,AM,App,False,CLI2931
450,2025-05-20,15:00,Casquinha,Chocolate,1,7.47,Sá Paulista,MT,Parceiro,True,CLI4930
451,2025-07-07,13:15,Milkshake,Limão,4,55.44,Vieira de Costa,RJ,App,False,CLI9173
452,2025-07-25,13:45,Picolé,Chocolate,1,11.59,Fernandes das Flores,CE,Parceiro,True,CLI1661
453,2025-08-09,9:30,Milkshake,Caramelo,3,27.18,Freitas,PE,App,False,CLI7095
454,2025-04-05,18:30,Milkshake,Morango,3,35.97,Ramos Alegre,SP,Loja Física,False,CLI1966
455,2025-07-14,9:00,Milkshake,Limão,3,27.43,Duarte,SP,Parceiro,True,CLI5546
456,2025-03-28,19:30,Milkshake,Açaí,1,4.89,Fernandes de Goiás,RJ,Loja Física,True,CLI2757
457,2025-04-10,21:15,Pote,Limão,4,43.58,Ferreira,RN,Loja Física,True,CLI1008
458,2025-04-17,16:00,Casquinha,Chocolate,4,31.03,Azevedo,MS,App,True,CLI4858
459,2025-03-19,16:45,Milkshake,Cookies,5,36.55,Jesus do Galho,PA,App,False,CLI2915
460,2025-03-03,10:45,Milkshake,Menta,2,12.68,Pereira,MG,Loja Física,False,CLI1768
461,2025-08-20,10:30,Casquinha,Açaí,1,8.2,Moraes,AC,Parceiro,False,CLI1290
462,2025-04-19,15:30,Milkshake,Cookies,-6,-40.34,Campinas,SE,Loja Física,True,CLI8624
463,2025-04-13,9:15,Sundae,Baunilha,4,47.6,Albuquerque dos Dourados,GO,Parceiro,False,CLI4801
464,2025-03-27,20:15,Casquinha,Chocolate,4,18.34,Souza da Prata,RN,Loja Física,True,CLI1746
465,2025-08-11,8:45,Milkshake,Baunilha,1,7.52,Melo de Goiás,MT,App,True,CLI5500
466,2025-03-25,13:00,Sundae,Menta,3,16.26,Silveira da Prata,PR,Loja Física,True,CLI5536
467,2025-04-18,12:00,Casquinha,Menta,1,5.98,Novais,RN,Parceiro,False,CLI7704
468,2025-08-13,10:45,Pote,Caramelo,1,11.01,Cardoso,RN,Parceiro,True,CLI1669
469,2025-03-08,21:15,Casquinha,Limão,3,36.12,Câmara,RN,Loja Física,False,CLI6077
470,2025-03-12,16:00,Picolé,Morango,2,17.98,da Mata da Mata,SC,Loja Física,True,CLI5448
471,2025-06-04,21:45,Sundae,Caramelo,2,18.6,Casa Grande de Rios,AL,App,False,CLI3868
472,2025-08-18,21:30,Milkshake,Menta,5,34.93,Gonçalves,RS,Parceiro,True,CLI6143
473,2025-04-16,13:15,Milkshake,Caramelo,3,33.03,Moura,AL,App,False,CLI1180
474,2025-08-08,12:30,Pote,Baunilha,5,62.67,Aragão,PA,Loja Física,True,CLI2610
475,2025-06-17,8:00,Pote,Caramelo,1,7.08,Cunha,PA,Parceiro,False,CLI7068
476,2025-08-13,16:15,Pote,Limão,2,10.4,Monteiro de Campos,SP,Loja Física,False,CLI6622
477,2025-04-02,11:15,Sundae,Chocolate,4,39.76,Jesus,MA,Loja Física,False,CLI5358
478,2025-06-07,8:30,Sundae,Menta,5,44.24,Rios,ES,Loja Física,True,CLI1980
479,2025-03-06,15:15,Picolé,Limão,1,11.33,Souza,SP,Parceiro,False,CLI8561
480,2025-02-20,12:30,Casquinha,Baunilha,4,42.12,Carvalho,MG,Loja Física,False,CLI4563
481,2025-05-02,8:45,Milkshake,Morango,1,12.78,Almeida,MS,Parceiro,True,CLI9699
482,2025-06-01,21:15,Milkshake,Morango,3,29.58,Campinas,PA,Parceiro,True,CLI5233
483,2025-04-26,19:15,Pote,Limão,2,14.94,Albuquerque Paulista,RR,Loja Física,False,CLI4273
484,2025-04-05,20:00,Pote,Menta,3,32.52,Alves,MA,Loja Física,False,CLI1936
485,2025-07-27,9:45,Milkshake,Açaí,5,50.1,Novais das Pedras,PI,Loja Física,False,CLI1414
486,2025-06-28,16:30,Sundae,Caramelo,1,6.38,Caldeira,PE,Loja Física,True,CLI5642
487,2025-06-29,12:45,Picolé,Cookies,4,43.64,Pimenta,SC,Parceiro,False,CLI2667
488,2025-03-24,11:15,Picolé,Morango,0,0.0,Castro,PE,Parceiro,False,CLI7162
489,2025-07-17,15:45,Casquinha,Menta,4,38.93,Viana de Aparecida,PB,Parceiro,True,CLI1802
490,2025-03-19,21:00,Sundae,Menta,1,13.44,Nogueira,CE,App,True,CLI6520
491,2025-07-20,22:15,Casquinha,Caramelo,3,27.42,Rezende,PA,Parceiro,False,CLI9462
492,2025-08-19,22:15,Pote,Caramelo,2,28.28,Silva do Oeste,PA,Loja Física,False,CLI9253
493,2025-07-29,16:00,Milkshake,Açaí,5,49.59,da Luz do Sul,AM,Loja Física,True,CLI6398
494,2025-04-05,17:30,Sundae,Morango,1,9.03,Monteiro,AC,Loja Física,False,CLI6510
495,2025-08-20,14:45,Milkshake,Menta,3,25.56,Farias,RJ,Parceiro,True,CLI5118
496,2025-05-29,10:00,Sundae,Açaí,4,42.03,Martins do Campo,ES,Parceiro,True,CLI4050
497,2025-06-18,8:00,Pote,Morango,5,37.08,Leão,ES,Loja Física,True,CLI4314
498,2025-06-12,11:30,Picolé,Chocolate,3,35.67,Rodrigues,MA,App,False,CLI8144
499,2025-03-30,13:00,Picolé,Limão,3,28.27,Nogueira de Silveira,RO,Loja Física,True,CLI8658
500,2025-07-17,13:45,Pote,Limão,2,14.46,Pimenta,PR,Parceiro,False,CLI5384
501,2025-03-05,13:30,Pote,Cookies,2,18.35,Gomes,PB,App,True,CLI4356
502,2025-07-12,17:45,Sundae,Limão,4,21.4,Pimenta Verde,GO,Loja Física,False,CLI2967
503,2025-06-01,21:45,Picolé,Morango,1,8.48,Alves de Minas,RJ,App,True,CLI7250
504,2025-02-28,16:45,Picolé,Açaí,4,40.91,Lopes Paulista,PA,Loja Física,True,CLI6781
505,2025-04-10,21:45,Casquinha,Limão,4,36.6,Rodrigues de Sousa,BA,Loja Física,False,CLI9118
506,2025-03-24,10:45,Pote,Limão,2,15.76,Barros do Amparo,BA,Parceiro,True,CLI9522
507,2025-07-27,14:15,Picolé,Limão,3,30.05,da Conceição,PB,Parceiro,True,CLI9065
508,2025-07-16,12:00,Pote,Morango,3,28.17,Monteiro,TO,Loja Física,False,CLI7203
509,2025-03-29,12:30,Casquinha,Açaí,4,22.52,Aragão de Moraes,AL,Parceiro,False,CLI5369
510,2025-02-23,16:00,Sundae,Limão,2,26.46,Marques,AP,Loja Física,False,CLI6187
511,2025-04-13,10:30,Pote,Cookies,1,7.98,Vasconcelos,RN,Loja Física,True,CLI1303
512,2025-03-11,14:30,Picolé,Caramelo,3,28.89,da Luz Verde,PB,Loja Física,False,CLI4237
513,2025-07-24,14:15,Picolé,Morango,5,48.83,Leão da Prata,PI,Loja Física,True,CLI5537
514,2025-06-04,8:30,Picolé,Chocolate,4,25.75,Viana do Galho,AL,Loja Física,True,CLI9239
515,2025-03-22,16:00,Milkshake,Menta,2,20.24,Fonseca do Amparo,PE,App,False,CLI4488
516,2025-05-17,10:15,Milkshake,Chocolate,4,45.44,Cardoso do Amparo,SP,Loja Física,False,CLI2837
517,2025-03-15,20:30,Milkshake,Limão,1,11.39,Fernandes de Carvalho,PA,Parceiro,False,CLI9867
518,2025-06-07,20:00,Picolé,Açaí,2,17.88,Vasconcelos,MS,App,True,CLI1940
519,2025-08-18,21:45,Pote,Morango,1,11.75,Rodrigues de Jesus,GO,Loja Física,False,CLI6864
520,2025-07-22,16:15,Pote,Cookies,5,25.88,Novaes da Prata,TO,Parceiro,True,CLI2244
521,2025-03-21,14:15,Casquinha,Cookies,5,33.58,Montenegro Alegre,CE,Loja Física,True,CLI5771
522,2025-06-22,11:00,Casquinha,Cookies,3,40.89,Siqueira de Dias,RN,App,False,CLI2193
523,2025-06-01,22:30,Pote,Açaí,5,44.8,da Paz Alegre,ES,Parceiro,False,CLI7216
524,2025-05-25,16:15,Casquinha,Chocolate,3,22.75,Camargo de Dias,RJ,App,True,CLI2976
525,2025-05-17,21:30,Sundae,Cookies,1,9.78,da Paz,CE,Loja Física,False,CLI8372
526,2025-03-30,17:00,Pote,Chocolate,5,74.55,Siqueira de Aragão,SE,App,False,CLI2455
527,2025-03-19,20:45,Picolé,Chocolate,4,37.79,Novaes de Rodrigues,RN,Parceiro,True,CLI6034
528,2025-03-25,8:15,Milkshake,Morango,3,26.0,Campinas,MG,Parceiro,True,CLI1607
529,2025-04-12,12:00,Casquinha,Limão,5,56.0,da Mota,SE,Parceiro,True,CLI1466
530,2025-03-30,14:15,Casquinha,Limão,5,27.25,Barbosa do Campo,PB,Loja Física,False,CLI4683
531,2025-07-03,10:45,Milkshake,Cookies,6,26.44,Campinas,AP,Parceiro,True,CLI7878
