id_cliente,cliente_recorrente,quantidade_transacoes_cliente,faixa_frequencia_cliente,segmento_valor_cliente,primeira_data_compra,ultima_data_compra,dias_entre_primeira_ultima_compra,receita_total_cliente,volume_total_cliente,ticket_medio_cliente,cidade_principal,estado_principal,canal_preferencial,categoria_preferencial
CLI1189,True,5,4 a 6 compras,Medio valor,2025-03-17,2025-08-06,142,164.88,17,32.98,Costela Do Campo,SP,App,Milkshake
CLI1190,True,7,7 a 10 compras,Alto valor,2025-04-20,2025-09-14,147,225.28,26,32.18,Aragão,MG,Parceiro,Milkshake
CLI1191,True,3,2 a 3 compras,Baixo valor,2025-06-05,2025-08-04,60,69.87,10,23.29,Araújo Grande,BA,Loja Física,Milkshake
CLI1192,True,6,4 a 6 compras,Medio valor,2025-05-14,2025-08-20,98,153.48000000000002,19,25.58,Aparecida,MG,Parceiro,Casquinha
CLI1193,True,6,4 a 6 compras,Baixo valor,2025-03-02,2025-07-03,123,102.74000000000001,12,17.12,Abreu De Pinto,AP,Loja Física,Pote
CLI1194,True,3,2 a 3 compras,Baixo valor,2025-03-10,2025-07-26,138,87.61999999999999,8,29.21,Almeida,AM,Loja Física,Casquinha
CLI1195,True,5,4 a 6 compras,Alto valor,2025-03-04,2025-06-16,104,194.54,18,38.91,Campinas,AM,Loja Física,Pote
CLI1196,True,3,2 a 3 compras,Baixo valor,2025-03-04,2025-07-23,141,84.47,10,28.16,Câmara,CE,Parceiro,Sundae
CLI1197,True,9,7 a 10 compras,Alto valor,2025-02-22,2025-07-25,153,308.39,29,34.27,Abreu,AC,Parceiro,Pote
CLI1198,False,1,1 compra,Baixo valor,2025-05-28,2025-05-28,0,35.6,4,35.6,Azevedo,MT,Loja Física,Sundae
CLI1199,True,8,7 a 10 compras,Alto valor,2025-03-10,2025-07-18,130,241.03,26,30.13,Albuquerque Das Pedras,TO,App,Milkshake
CLI1200,True,8,7 a 10 compras,Alto valor,2025-03-25,2025-07-29,126,237.45999999999998,25,29.68,Cavalcanti De Silveira,SC,Loja Física,Pote
CLI1201,True,2,2 a 3 compras,Baixo valor,2025-04-02,2025-07-13,102,53.519999999999996,6,26.76,Casa Grande Da Praia,AC,Loja Física,Pote
CLI1202,True,13,Mais de 10 compras,Alto valor,2025-02-22,2025-08-23,182,338.35,35,26.03,Abreu Alegre,BA,App,Sundae
CLI1203,True,4,4 a 6 compras,Baixo valor,2025-05-25,2025-07-21,57,101.27000000000001,15,25.32,Albuquerque,DF,Loja Física,Milkshake
CLI1204,True,5,4 a 6 compras,Medio valor,2025-03-03,2025-08-17,167,138.07,18,27.61,Aparecida,AL,Loja Física,Picolé
CLI1205,True,5,4 a 6 compras,Medio valor,2025-05-28,2025-08-18,82,161.5,17,32.3,Campinas,PA,Parceiro,Casquinha
CLI1206,True,3,2 a 3 compras,Baixo valor,2025-06-15,2025-08-05,51,101.91,9,33.97,Da Mata,AP,Parceiro,Casquinha
CLI1207,True,10,7 a 10 compras,Alto valor,2025-02-23,2025-08-12,170,231.48,25,23.15,Albuquerque De Goiás,DF,Loja Física,Casquinha
CLI1208,True,4,4 a 6 compras,Alto valor,2025-02-23,2025-07-03,130,198.74,18,49.68,Albuquerque,AL,App,Pote
CLI1209,True,2,2 a 3 compras,Baixo valor,2025-07-06,2025-07-30,24,57.95,5,28.98,Andrade Do Oeste,GO,Parceiro,Casquinha
CLI1210,True,2,2 a 3 compras,Baixo valor,2025-05-12,2025-05-13,1,56.15,7,28.08,Cavalcanti,PA,Parceiro,Milkshake
CLI1211,True,7,7 a 10 compras,Alto valor,2025-02-27,2025-08-07,161,188.63,22,26.95,Azevedo Do Galho,AL,Parceiro,Milkshake
CLI1212,True,5,4 a 6 compras,Alto valor,2025-03-31,2025-08-01,123,231.98000000000002,19,46.4,Abreu Da Mata,AC,App,Pote
CLI1213,True,4,4 a 6 compras,Baixo valor,2025-04-11,2025-06-18,68,63.39,8,15.85,Fernandes,ES,Loja Física,Picolé
CLI1214,True,5,4 a 6 compras,Baixo valor,2025-02-25,2025-07-17,142,88.36,11,17.67,Almeida,AM,App,Sundae
CLI1215,True,5,4 a 6 compras,Medio valor,2025-04-11,2025-08-16,127,148.10999999999999,18,29.62,Correia,AC,App,Casquinha
CLI1216,True,2,2 a 3 compras,Baixo valor,2025-02-26,2025-03-06,8,57.410000000000004,5,28.7,Guerra Do Norte,AM,App,Casquinha
CLI1217,True,9,7 a 10 compras,Alto valor,2025-03-04,2025-05-28,85,280.46,33,31.16,Campinas,AC,Loja Física,Casquinha
CLI1218,True,5,4 a 6 compras,Alto valor,2025-03-11,2025-08-18,160,177.45,19,35.49,Brito,CE,Loja Física,Milkshake
CLI1219,True,4,4 a 6 compras,Baixo valor,2025-03-02,2025-09-05,187,71.95,8,17.99,Albuquerque,AM,App,Casquinha
CLI1220,True,4,4 a 6 compras,Medio valor,2025-03-15,2025-06-26,103,125.88,15,31.47,Campinas,TO,Loja Física,Milkshake
CLI1221,True,4,4 a 6 compras,Baixo valor,2025-05-22,2025-07-29,68,69.23,8,17.31,Cunha,MG,Parceiro,Casquinha
CLI1222,True,4,4 a 6 compras,Baixo valor,2025-03-05,2025-06-08,95,54.32,8,13.58,Cardoso De Duarte,AL,Loja Física,Casquinha
CLI1223,True,7,7 a 10 compras,Alto valor,2025-03-21,2025-08-14,146,180.4,21,25.77,Albuquerque De Gomes,DF,Loja Física,Casquinha
CLI1224,True,8,7 a 10 compras,Alto valor,2025-02-20,2025-08-18,179,248.38000000000002,24,31.05,Alves Do Amparo,RJ,App,Milkshake
CLI1225,True,8,7 a 10 compras,Alto valor,2025-02-22,2025-08-17,176,296.40999999999997,30,37.05,Andrade Das Pedras,AL,App,Casquinha
CLI1226,True,5,4 a 6 compras,Medio valor,2025-04-02,2025-08-15,135,114.38,13,22.88,Novaes,ES,App,Casquinha
CLI1227,True,6,4 a 6 compras,Medio valor,2025-03-01,2025-08-02,154,129.46,15,21.58,Azevedo Do Oeste,AP,App,Milkshake
CLI1228,True,8,7 a 10 compras,Medio valor,2025-03-26,2025-06-22,88,165.35,21,20.67,Andrade,RJ,Parceiro,Milkshake
CLI1229,True,10,7 a 10 compras,Alto valor,2025-03-18,2025-08-18,153,244.38,31,24.44,Barros Do Oeste,ES,Loja Física,Milkshake
CLI1230,True,7,7 a 10 compras,Medio valor,2025-02-22,2025-08-06,165,125.25999999999999,17,17.89,Aparecida De Oliveira,PA,App,Milkshake
CLI1231,True,7,7 a 10 compras,Medio valor,2025-02-24,2025-07-31,157,132.9,15,18.99,Câmara Dos Dourados,BA,Parceiro,Picolé
CLI1232,True,4,4 a 6 compras,Medio valor,2025-03-15,2025-08-21,159,154.14,12,38.53,Barbosa,CE,App,Casquinha
CLI1233,True,6,4 a 6 compras,Alto valor,2025-03-13,2025-06-17,96,235.66,25,39.28,Caldeira Verde,CE,Loja Física,Milkshake
CLI1234,True,6,4 a 6 compras,Alto valor,2025-04-10,2025-08-18,130,180.2,18,30.03,Campinas,AM,App,Milkshake
CLI1235,True,3,2 a 3 compras,Baixo valor,2025-03-31,2025-07-21,112,79.9,10,26.63,Alves Do Norte,AC,Loja Física,Sundae
CLI1236,True,4,4 a 6 compras,Baixo valor,2025-03-01,2025-08-16,168,97.85,11,24.46,Caldeira Das Pedras,BA,Parceiro,Casquinha
CLI1237,True,2,2 a 3 compras,Baixo valor,2025-07-29,2025-08-15,17,34.43,4,17.22,Moura,AP,Loja Física,Milkshake
CLI1238,True,9,7 a 10 compras,Alto valor,2025-02-20,2025-08-16,177,261.26,31,29.03,Caldeira,AC,App,Milkshake
CLI1239,True,8,7 a 10 compras,Alto valor,2025-02-24,2025-08-06,163,247.16,24,30.9,Campinas,ES,Loja Física,Picolé
CLI1240,True,6,4 a 6 compras,Medio valor,2025-03-26,2025-08-12,139,162.56,20,27.09,Andrade,AL,Loja Física,Milkshake
CLI1241,True,8,7 a 10 compras,Alto valor,2025-04-24,2025-08-03,101,208.76999999999998,26,26.1,Da Rosa Do Galho,DF,Loja Física,Pote
CLI1242,True,5,4 a 6 compras,Baixo valor,2025-02-20,2025-06-11,111,110.22,14,22.04,Campinas,SC,App,Milkshake
CLI1243,True,6,4 a 6 compras,Alto valor,2025-03-11,2025-06-19,100,194.96,20,32.49,Melo De Mendonça,GO,App,Pote
CLI1244,True,5,4 a 6 compras,Alto valor,2025-04-04,2025-07-18,105,198.03,20,39.61,Aragão De Goiás,MA,Parceiro,Pote
CLI1245,True,6,4 a 6 compras,Alto valor,2025-02-27,2025-07-27,150,179.8,24,29.97,Alves Do Campo,PA,App,Pote
CLI1246,True,7,7 a 10 compras,Alto valor,2025-04-06,2025-08-16,132,216.87,24,30.98,Abreu,AL,Loja Física,Casquinha
CLI1247,True,8,7 a 10 compras,Alto valor,2025-03-30,2025-08-18,141,270.55,28,33.82,Alves Do Norte,PR,App,Sundae
CLI1248,True,4,4 a 6 compras,Medio valor,2025-02-28,2025-07-27,149,119.55,13,29.89,Barros Da Serra,AL,Parceiro,Pote
CLI1249,True,4,4 a 6 compras,Baixo valor,2025-03-19,2025-08-15,149,73.32,8,18.33,Da Rocha,AM,App,Pote
CLI1250,True,3,2 a 3 compras,Baixo valor,2025-03-10,2025-05-26,77,112.11,11,37.37,Da Rosa De Da Rosa,PA,App,Picolé
CLI1251,True,6,4 a 6 compras,Baixo valor,2025-03-22,2025-08-13,144,103.09,17,17.18,Brito,AC,App,Pote
CLI1252,True,6,4 a 6 compras,Medio valor,2025-05-03,2025-06-13,41,156.92000000000002,15,26.15,Araújo De Teixeira,AL,Loja Física,Milkshake
CLI1253,True,7,7 a 10 compras,Alto valor,2025-03-03,2025-08-02,152,306.59000000000003,29,43.8,Abreu De Cunha,AM,Loja Física,Casquinha
CLI1254,False,1,1 compra,Baixo valor,2025-07-01,2025-07-01,0,20.94,3,20.94,Campinas,RR,Loja Física,Milkshake
CLI1255,True,3,2 a 3 compras,Medio valor,2025-06-30,2025-08-07,38,131.66,13,43.89,Pereira Do Galho,PA,App,Casquinha
CLI1256,True,5,4 a 6 compras,Medio valor,2025-03-24,2025-09-16,176,169.59,18,33.92,Barros De Rodrigues,PB,Loja Física,Milkshake
CLI1257,True,9,7 a 10 compras,Alto valor,2025-03-05,2025-08-04,152,265.37,33,29.49,Araújo,MA,Loja Física,Sundae
CLI1259,True,5,4 a 6 compras,Baixo valor,2025-03-11,2025-08-05,147,84.89999999999999,16,16.98,Almeida De Minas,AL,App,Casquinha
CLI1260,True,3,2 a 3 compras,Baixo valor,2025-04-22,2025-05-20,28,35.99,6,12.0,Câmara,AM,Parceiro,Milkshake
CLI1261,True,2,2 a 3 compras,Baixo valor,2025-05-01,2025-05-23,22,69.03,7,34.52,Moreira Da Prata,CE,Parceiro,Milkshake
CLI1262,True,7,7 a 10 compras,Medio valor,2025-03-17,2025-08-11,147,141.87,15,20.27,Casa Grande,SP,App,Casquinha
CLI1263,True,2,2 a 3 compras,Baixo valor,2025-04-19,2025-06-30,72,60.39,6,30.2,Cavalcante,PA,Loja Física,Milkshake
CLI1264,True,2,2 a 3 compras,Baixo valor,2025-06-10,2025-08-10,61,45.5,4,22.75,Abreu,RJ,Loja Física,Milkshake
CLI1265,True,7,7 a 10 compras,Alto valor,2025-04-19,2025-06-21,63,240.82999999999998,27,34.4,Barros,AC,App,Milkshake
CLI1266,True,5,4 a 6 compras,Alto valor,2025-06-07,2025-08-06,60,198.31,19,39.66,Alves,ES,App,Milkshake
CLI1267,True,7,7 a 10 compras,Alto valor,2025-02-21,2025-08-21,181,228.42000000000002,22,32.63,Campinas,MS,Parceiro,Milkshake
CLI1268,False,1,1 compra,Baixo valor,2025-06-01,2025-06-01,0,48.27,4,48.27,Moura Da Praia,AC,App,Milkshake
CLI1269,True,10,7 a 10 compras,Alto valor,2025-02-23,2025-08-13,171,290.23,32,29.02,Aparecida De Monteiro,CE,Loja Física,Milkshake
CLI1270,True,6,4 a 6 compras,Alto valor,2025-03-29,2025-07-19,112,223.28,22,37.21,Ferreira,AL,Parceiro,Milkshake
CLI1271,True,8,7 a 10 compras,Alto valor,2025-03-10,2025-09-16,190,290.43,29,36.3,Azevedo Do Sul,AL,Loja Física,Casquinha
CLI1272,True,11,Mais de 10 compras,Alto valor,2025-03-08,2025-07-28,142,229.95,30,20.9,Alves Da Serra,DF,App,Milkshake
CLI1273,True,2,2 a 3 compras,Baixo valor,2025-04-02,2025-05-22,50,68.66,8,34.33,Leão Paulista,MS,Loja Física,Pote
CLI1274,True,7,7 a 10 compras,Alto valor,2025-03-09,2025-07-24,137,261.35,25,37.34,Alves Do Norte,AC,Parceiro,Picolé
CLI1275,True,7,7 a 10 compras,Medio valor,2025-04-26,2025-08-16,112,142.88,17,20.41,Brito De Araújo,SE,App,Milkshake
CLI1276,True,3,2 a 3 compras,Medio valor,2025-04-04,2025-07-16,103,155.72,13,51.91,Campinas,MG,Parceiro,Casquinha
CLI1277,True,5,4 a 6 compras,Medio valor,2025-02-25,2025-06-27,122,127.89999999999999,15,25.58,Brito,CE,App,Casquinha
CLI1278,True,7,7 a 10 compras,Alto valor,2025-02-23,2025-08-21,179,211.5,19,30.21,Brito,AP,Parceiro,Milkshake
CLI1279,True,8,7 a 10 compras,Alto valor,2025-03-04,2025-08-05,154,214.41,24,26.8,Campinas,DF,Loja Física,Milkshake
CLI1280,True,4,4 a 6 compras,Medio valor,2025-03-24,2025-05-06,43,156.68,15,39.17,Aparecida Do Galho,BA,App,Casquinha
CLI1281,True,5,4 a 6 compras,Medio valor,2025-03-23,2025-08-02,132,165.51999999999998,17,33.1,Campos Da Praia,MG,Loja Física,Milkshake
CLI1282,True,4,4 a 6 compras,Baixo valor,2025-02-27,2025-06-05,98,104.58,13,26.14,Cavalcanti,CE,Parceiro,Casquinha
CLI1283,True,5,4 a 6 compras,Baixo valor,2025-04-22,2025-06-28,67,110.4,13,22.08,Campinas,MA,Parceiro,Picolé
CLI1284,True,2,2 a 3 compras,Baixo valor,2025-04-06,2025-04-28,22,53.480000000000004,4,26.74,Moura,BA,Parceiro,Milkshake
CLI1285,True,5,4 a 6 compras,Medio valor,2025-02-20,2025-08-19,180,169.93,17,33.99,Castro Do Campo,CE,App,Milkshake
CLI1286,True,6,4 a 6 compras,Medio valor,2025-03-29,2025-07-27,120,167.09,21,27.85,Fernandes Do Norte,SE,App,Casquinha
CLI1287,True,2,2 a 3 compras,Baixo valor,2025-03-10,2025-04-02,23,51.87,8,25.94,Gonçalves,CE,App,Casquinha
CLI1288,True,3,2 a 3 compras,Baixo valor,2025-03-26,2025-07-29,125,58.99,7,19.66,Campos,AP,Loja Física,Picolé
CLI1289,True,4,4 a 6 compras,Baixo valor,2025-05-18,2025-08-07,81,100.61,13,25.15,Campinas,AM,App,Milkshake
CLI1290,True,7,7 a 10 compras,Alto valor,2025-03-06,2025-08-20,167,198.42000000000002,25,28.35,Campinas,PR,Loja Física,Milkshake
CLI1291,True,5,4 a 6 compras,Medio valor,2025-03-02,2025-07-23,143,172.35,15,34.47,Cavalcante De Abreu,AP,App,Pote
CLI1292,True,6,4 a 6 compras,Medio valor,2025-02-22,2025-08-21,180,169.8,17,28.3,Cirino De Farias,AC,Parceiro,Casquinha
CLI1293,True,7,7 a 10 compras,Alto valor,2025-02-23,2025-07-20,147,234.89999999999998,27,33.56,Azevedo Do Amparo,DF,Loja Física,Picolé
CLI1294,True,5,4 a 6 compras,Medio valor,2025-03-27,2025-07-22,117,166.37,17,33.27,Carvalho,MA,App,Sundae
CLI1295,True,8,7 a 10 compras,Medio valor,2025-02-25,2025-08-15,171,144.03,19,18.0,Abreu De Vasconcelos,AM,Parceiro,Pote
CLI1296,True,5,4 a 6 compras,Alto valor,2025-03-04,2025-08-14,163,189.05,19,37.81,Albuquerque,PI,App,Pote
CLI1297,True,4,4 a 6 compras,Medio valor,2025-03-20,2025-08-03,136,139.17,15,34.79,Azevedo Das Flores,MA,App,Picolé
CLI1298,True,4,4 a 6 compras,Medio valor,2025-02-20,2025-04-02,41,133.22,15,33.3,Da Rocha,BA,App,Picolé
CLI1299,False,1,1 compra,Baixo valor,2025-06-21,2025-06-21,0,16.38,2,16.38,Rodrigues De Vasconcelos,AP,Parceiro,Picolé
CLI1300,True,8,7 a 10 compras,Medio valor,2025-03-14,2025-09-19,189,165.25,24,20.66,Alves Da Praia,AL,App,Sundae
CLI1301,False,1,1 compra,Baixo valor,2025-03-22,2025-03-22,0,23.12,2,23.12,Vieira Grande,PI,App,Picolé
CLI1302,True,5,4 a 6 compras,Baixo valor,2025-02-27,2025-08-02,156,83.17,11,16.63,Campinas,AC,Loja Física,Milkshake
CLI1303,True,4,4 a 6 compras,Baixo valor,2025-04-13,2025-08-04,113,109.5,10,27.38,Nunes,CE,Loja Física,Milkshake
CLI1304,True,6,4 a 6 compras,Alto valor,2025-03-02,2025-08-08,159,231.26999999999998,21,38.54,Da Luz De Minas,AL,Loja Física,Milkshake
CLI1305,True,6,4 a 6 compras,Alto valor,2025-04-17,2025-08-08,113,254.54000000000002,21,42.42,Cunha,TO,App,Milkshake
CLI1306,True,9,7 a 10 compras,Alto valor,2025-03-09,2025-07-16,129,223.09,25,24.79,Abreu Das Flores,MS,Loja Física,Pote
CLI1307,True,4,4 a 6 compras,Baixo valor,2025-06-02,2025-08-14,73,99.63,10,24.91,Da Mata,MG,Loja Física,Sundae
CLI1308,True,11,Mais de 10 compras,Alto valor,2025-02-20,2025-09-19,211,296.7,36,26.97,Albuquerque,RN,App,Pote
CLI1309,True,8,7 a 10 compras,Alto valor,2025-03-17,2025-08-08,144,200.04000000000002,23,25.01,Aparecida De Novais,MG,Parceiro,Sundae
CLI1310,True,5,4 a 6 compras,Medio valor,2025-02-21,2025-06-17,116,166.71,13,33.34,Campinas,RR,App,Milkshake
CLI1311,True,3,2 a 3 compras,Baixo valor,2025-03-01,2025-06-25,116,104.64,12,34.88,Costa,AC,App,Casquinha
CLI1312,True,6,4 a 6 compras,Medio valor,2025-03-07,2025-08-21,167,129.67,15,21.61,Campinas,AL,App,Picolé
CLI1313,True,3,2 a 3 compras,Baixo valor,2025-04-12,2025-08-18,128,76.71000000000001,11,25.57,Caldeira Paulista,PE,App,Casquinha
CLI1314,True,5,4 a 6 compras,Baixo valor,2025-03-20,2025-09-10,174,92.14,10,18.43,Cardoso Da Serra,MS,App,Milkshake
CLI1315,True,8,7 a 10 compras,Alto valor,2025-03-12,2025-08-08,149,219.25,24,27.41,Barros De Gomes,MS,Parceiro,Casquinha
CLI1316,True,8,7 a 10 compras,Alto valor,2025-03-08,2025-07-31,145,239.24,25,29.9,Andrade Da Prata,BA,Loja Física,Picolé
CLI1317,True,5,4 a 6 compras,Medio valor,2025-03-02,2025-07-07,127,163.79000000000002,13,32.76,Araújo Da Prata,AM,App,Milkshake
CLI1318,True,7,7 a 10 compras,Alto valor,2025-03-02,2025-07-23,143,214.4,23,30.63,Almeida,AL,Loja Física,Milkshake
CLI1319,True,5,4 a 6 compras,Medio valor,2025-04-22,2025-07-23,92,135.05,15,27.01,Campinas,BA,Parceiro,Milkshake
CLI1320,True,3,2 a 3 compras,Baixo valor,2025-03-07,2025-07-30,145,73.82,12,24.61,Camargo,AP,Parceiro,Milkshake
CLI1321,True,5,4 a 6 compras,Medio valor,2025-03-29,2025-08-07,131,124.26,14,24.85,Campos Do Campo,RJ,Loja Física,Casquinha
CLI1322,True,2,2 a 3 compras,Baixo valor,2025-06-23,2025-08-02,40,51.980000000000004,6,25.99,Da Cruz De Câmara,SC,App,Picolé
CLI1323,True,4,4 a 6 compras,Baixo valor,2025-03-11,2025-07-13,124,102.09,14,25.52,Aragão De Sales,PE,App,Milkshake
CLI1324,True,7,7 a 10 compras,Alto valor,2025-02-23,2025-06-06,103,206.23,26,29.46,Abreu,RJ,Loja Física,Picolé
CLI1325,True,5,4 a 6 compras,Baixo valor,2025-02-28,2025-06-24,116,110.18,10,22.04,Campinas,DF,Loja Física,Milkshake
CLI1326,True,5,4 a 6 compras,Medio valor,2025-05-13,2025-08-17,96,128.4,16,25.68,Albuquerque Da Serra,AL,App,Milkshake
CLI1327,True,9,7 a 10 compras,Alto valor,2025-03-11,2025-08-05,147,291.21,33,32.36,Silva,MS,Loja Física,Sundae
CLI1328,True,6,4 a 6 compras,Alto valor,2025-02-25,2025-08-07,163,219.22,21,36.54,Camargo,AC,App,Picolé
CLI1329,True,4,4 a 6 compras,Baixo valor,2025-03-05,2025-07-19,136,88.78999999999999,9,22.2,Cavalcanti,AP,App,Casquinha
CLI1330,True,2,2 a 3 compras,Baixo valor,2025-04-22,2025-08-12,112,85.82,7,42.91,Cardoso De Porto,PI,Loja Física,Sundae
CLI1331,True,5,4 a 6 compras,Medio valor,2025-03-01,2025-05-27,87,125.39999999999999,11,25.08,Barbosa Do Campo,AC,App,Pote
CLI1332,True,5,4 a 6 compras,Baixo valor,2025-02-22,2025-07-23,151,63.57,7,12.71,Albuquerque,BA,App,Casquinha
CLI1333,True,5,4 a 6 compras,Medio valor,2025-03-03,2025-06-08,97,172.67,20,34.53,Caldeira,AL,Loja Física,Milkshake
CLI1334,True,6,4 a 6 compras,Baixo valor,2025-02-20,2025-07-28,158,83.25,11,13.88,Casa Grande Da Serra,AL,Parceiro,Casquinha
CLI1335,True,6,4 a 6 compras,Medio valor,2025-03-06,2025-06-19,105,168.88,21,28.15,Campinas,AC,App,Sundae
CLI1336,True,6,4 a 6 compras,Medio valor,2025-03-22,2025-08-20,151,125.4,13,20.9,Alves Alegre,AL,Parceiro,Casquinha
CLI1337,True,7,7 a 10 compras,Alto valor,2025-03-07,2025-07-30,145,209.83,21,29.98,Da Cunha,AC,Parceiro,Sundae
CLI1338,False,1,1 compra,Baixo valor,2025-08-02,2025-08-02,0,28.98,2,28.98,Cunha,PI,Parceiro,Sundae
CLI1339,False,1,1 compra,Baixo valor,2025-04-22,2025-04-22,0,16.09,2,16.09,Borges Alegre,SE,Parceiro,Casquinha
CLI1340,True,7,7 a 10 compras,Alto valor,2025-03-16,2025-08-13,150,201.21,19,28.74,Camargo Alegre,MA,Loja Física,Casquinha
CLI1341,True,9,7 a 10 compras,Alto valor,2025-03-11,2025-08-20,162,296.14,30,32.9,Gonçalves Da Praia,AL,Loja Física,Milkshake
CLI1342,True,4,4 a 6 compras,Baixo valor,2025-02-28,2025-07-11,133,72.96,9,18.24,Campinas,AL,Parceiro,Milkshake
CLI1343,True,6,4 a 6 compras,Alto valor,2025-04-08,2025-07-04,87,186.84,20,31.14,Araújo De Minas,AP,Parceiro,Pote
CLI1344,True,8,7 a 10 compras,Alto valor,2025-02-22,2025-08-20,179,226.07999999999998,26,28.26,Campinas,GO,Parceiro,Casquinha
CLI1345,True,7,7 a 10 compras,Alto valor,2025-03-13,2025-08-15,155,194.92000000000002,23,27.85,Almeida Da Mata,SP,Parceiro,Milkshake
CLI1346,True,5,4 a 6 compras,Alto valor,2025-04-07,2025-07-02,86,184.20999999999998,18,36.84,Campinas,AL,App,Milkshake
CLI1347,True,3,2 a 3 compras,Baixo valor,2025-06-17,2025-09-02,77,42.14,6,14.05,Cavalcanti,AC,App,Milkshake
CLI1348,True,3,2 a 3 compras,Baixo valor,2025-04-24,2025-07-25,92,91.89,7,30.63,Camargo,MG,App,Pote
CLI1349,True,13,Mais de 10 compras,Alto valor,2025-02-21,2025-08-16,176,469.2,49,36.09,Campinas,PE,Loja Física,Casquinha
CLI1350,True,9,7 a 10 compras,Alto valor,2025-03-08,2025-09-15,191,320.43,31,35.6,Campinas,PB,Parceiro,Picolé
CLI1351,True,3,2 a 3 compras,Baixo valor,2025-03-09,2025-08-12,156,87.42,9,29.14,Campinas,AM,Loja Física,Milkshake
CLI1352,True,3,2 a 3 compras,Baixo valor,2025-07-06,2025-08-13,38,85.93,9,28.64,Pacheco De Barbosa,BA,App,Casquinha
CLI1353,True,3,2 a 3 compras,Baixo valor,2025-02-25,2025-03-31,34,24.61,4,8.2,Fonseca De Fonseca,PE,App,Milkshake
CLI1354,False,1,1 compra,Baixo valor,2025-08-21,2025-08-21,0,13.0,1,13.0,Duarte,BA,Parceiro,Milkshake
CLI1355,True,2,2 a 3 compras,Baixo valor,2025-06-26,2025-08-21,56,28.049999999999997,4,14.02,Jesus,MG,App,Casquinha
CLI1356,True,6,4 a 6 compras,Medio valor,2025-03-08,2025-06-23,107,152.72,18,25.45,Brito,BA,App,Milkshake
CLI1357,True,2,2 a 3 compras,Baixo valor,2025-03-26,2025-08-19,146,46.67,5,23.34,Rios,PA,Loja Física,Milkshake
CLI1358,True,4,4 a 6 compras,Medio valor,2025-02-22,2025-05-31,98,167.32,14,41.83,Camargo,GO,Parceiro,Milkshake
CLI1359,True,4,4 a 6 compras,Baixo valor,2025-06-06,2025-08-04,59,98.75,14,24.69,Casa Grande Dos Dourados,AC,Parceiro,Milkshake
CLI1360,True,7,7 a 10 compras,Alto valor,2025-03-28,2025-08-16,141,229.72000000000003,24,32.82,Andrade Do Galho,BA,Loja Física,Casquinha
CLI1361,True,3,2 a 3 compras,Baixo valor,2025-03-21,2025-08-16,148,70.22,9,23.41,Barros,SC,Parceiro,Casquinha
CLI1362,True,4,4 a 6 compras,Baixo valor,2025-02-21,2025-07-19,148,89.36,10,22.34,Marques,MT,Loja Física,Pote
CLI1363,True,4,4 a 6 compras,Baixo valor,2025-04-29,2025-08-16,109,99.17,13,24.79,Lopes Da Prata,ES,Loja Física,Milkshake
CLI1364,True,5,4 a 6 compras,Medio valor,2025-02-20,2025-05-29,98,125.01,13,25.0,Cavalcanti De Macedo,ES,App,Sundae
CLI1365,True,4,4 a 6 compras,Medio valor,2025-04-11,2025-07-26,106,128.34,13,32.08,Dias Verde,AP,App,Sundae
CLI1366,True,4,4 a 6 compras,Medio valor,2025-04-05,2025-07-07,93,156.81,15,39.2,Campinas,AL,Loja Física,Milkshake
CLI1367,True,6,4 a 6 compras,Alto valor,2025-03-03,2025-07-08,127,203.25,19,33.88,Barbosa,AL,Parceiro,Milkshake
CLI1368,True,5,4 a 6 compras,Medio valor,2025-02-28,2025-08-21,174,151.84,18,30.37,Alves,AL,App,Sundae
CLI1369,True,6,4 a 6 compras,Medio valor,2025-03-10,2025-05-24,75,116.28,11,19.38,Da Mata,PE,App,Pote
CLI1370,False,1,1 compra,Baixo valor,2025-05-26,2025-05-26,0,5.76,1,5.76,Araújo,MS,App,Picolé
CLI1371,True,8,7 a 10 compras,Alto valor,2025-03-02,2025-07-03,123,248.23000000000002,23,31.03,Araújo De Da Rocha,AL,App,Casquinha
CLI1372,True,5,4 a 6 compras,Alto valor,2025-03-09,2025-08-08,152,190.67,18,38.13,Brito,DF,Loja Física,Pote
CLI1373,True,10,7 a 10 compras,Alto valor,2025-02-24,2025-08-16,173,278.83,34,27.88,Brito,PR,Loja Física,Picolé
CLI1374,True,4,4 a 6 compras,Baixo valor,2025-03-24,2025-08-01,130,73.54,8,18.39,Abreu,AL,Loja Física,Sundae
CLI1375,True,2,2 a 3 compras,Baixo valor,2025-08-05,2025-08-31,26,89.0,9,44.5,Cunha,AL,App,Casquinha
CLI1376,True,6,4 a 6 compras,Medio valor,2025-02-25,2025-06-21,116,177.05,26,29.51,Araújo,AL,Parceiro,Pote
CLI1377,True,5,4 a 6 compras,Medio valor,2025-04-12,2025-08-06,116,117.16,14,23.43,Casa Grande,RN,App,Casquinha
CLI1378,True,5,4 a 6 compras,Medio valor,2025-03-01,2025-07-17,138,170.02,14,34.0,Barbosa,AC,Parceiro,Pote
CLI1379,True,5,4 a 6 compras,Medio valor,2025-03-19,2025-08-03,137,141.19,14,28.24,Alves De Goiás,AC,Parceiro,Milkshake
CLI1380,True,4,4 a 6 compras,Medio valor,2025-03-02,2025-06-21,111,153.83,15,38.46,Campinas,MS,Loja Física,Casquinha
